COMMENT,MOOD
 Mất mạng oan uổng.  Grrrr,Angry
"""Tự nhiên thấy mình ""vô tri"" ngang á, haha.""",Inlove
"Đi xem concert của idol, hú hét banh nóc! 🎤",Happy
Tự thân vận động đi!,Angry
 Buổi phỏng vấn sắp tới làm mình run sợ,Worry
"""Tức muốn...""!",Angry
"Tui sợ phải sống một cuộc đời vô vị, không có gì để lại. 🥀",Worry
"Tui sẽ ""uninstall"" sự tự ti. ❌",Sad
Tui thấy mình vô vị,Worry
 Trán xấu.  Không suy nghĩ được!,Angry
"Tui muốn ""level up"" bản thân mỗi ngày!",Happy
Đóng cửa. Ra,Neutral
 Trời ơi sao tui xui xẻo thế này? Bế tắc quá đi mất. Có ai thấu hiểu lòng tui không?,Worry
 Tớ muốn anh ấy biết tớ yêu anh ấy nhiều lắm,InLove
Nhưng đáng để cố gắng!,Inlove
 Bị nói xấu sau lưng.  Đồ tồi!,Angry
"""Sao ai cũng có 'người yêu', còn mình tui 'ế dài cổ' zậy nè?""",Angry
Tui đã đạt được một mục tiêu nhỏ và cảm thấy có động lực hơn🎯,Happy
Nhạc buồn cứ tự động replay trong đầu,Sad
Tại sao tôi không thể yêu thương bản thân mình?,Sad
Bớt bớt giùm cái,Angry
"""Ghét"" cái kiểu ""ăn nói xà lơ"", đừng có mà nói lung tung!",Angry
 Không muốn đi học nữa,Worry
"""Motivation"" thì đầy mà ""action"" thì ""never"", chán!",Sad
 Không đời nào!,Angry
Bình thường,Neutral
"Gió lạnh thổi qua, mang theo những ký ức mà tôi muốn chôn vùi",Sad
Tùy tui,Neutral
Tui cảm thấy mình cô đơn dù xung quanh có rất nhiều người,Sad
 Mọi thứ cứ rối tung cả lên,Worry
Code bị bug. Stress,Neutral
"""Đang đói meo mà đồ ăn chưa tới! 😫""",Angry
Đôi khi chỉ muốn biến mất không dấu vết. 👻,Sad
 Tôi thấy tức khi nhìn thấy khuôn mặt đó,Angry
Mua đồ sale mà hết size! Cay cú! TT,Angry
"""Nghe nhạc mà cứ bị quảng cáo làm phiền, bực muốn chết!""",Angry
 Hãy sống một cuộc đời ý nghĩa,Sad
"Yêu là khi ""believe"" vào tình yêu của tui và crush",Inlove
"Đi picnic ở công viên, hòa mình vào thiên nhiên! 🌳",Happy
Nay ngủ một giấc đã đời. Cảm giác như nạp năng lượng full bình!,Happy
 Nghe nhạc buồn auto nghĩ tới crush... đúng là nghiệp quật mà,Sad
Đi họp lớp. Kỷ niệm,Neutral
 Đừng có mà... (tự điền),Angry
Sao tui cứ bị cuốn vào mấy cái trend vô bổ trên TikTok hoài vậy nè? Brain rot! 🧠,Worry
 Không muốn nghĩ ngợi gì nữa,Sad
(Nam)  Cảm ơn em vì đã yêu anh,InLove
"""Hãy học hỏi từ những sai lầm.""",Inlove
 Vì còn sống được,Neutral
Hình như là ác mộng,Neutral
"""Ghét cái đứa cứ thích ""slut shaming""! 😠""",Angry
"Tui muốn được ""flex"" sự ""cool ngầu"" của mình. 😎",Sad
"Tui vừa ""join"" một câu lạc bộ mới. ""Meeting new people""!",Happy
" Tự nhiên bị ""khịa"" trên mạng, ""sôi máu""!",Angry
" Hôm nay nắng đẹp kiểu ""wow"", làm ly trà sữa full topping xong chill phết! ✨",Happy
"**""Ủa rồi sao"":** Cảm thấy mọi thứ mình làm đều vô nghĩa. ""Existential crisis"" detected",Worry
"Tui vừa ""ordered"" một món đồ ""limited edition"". ""Flex"" nhẹ cái coi!",Happy
Nay làm bài kiểm tra bị sai ngu. 🤦‍♀️,Neutral
"""Sao lúc nào mình cũng xui xẻo vậy? 🍀""",Angry
Ước gì tui có thể chia sẻ mọi chuyện với bestie của mình,Sad
 Không biết phải vượt qua như thế nào,Sad
"""Làm phim ngắn"" để ""kể"" những câu chuyện, ""thể hiện"" tài năng!",Happy
 Hãy trân trọng từng khoảnh khắc bên nhau,InLove
B,Neutral
 Không ngọt cũng không nhạt,Neutral
 Thấy mình thật đáng thương,Sad
" Suy ngẫm về những điều đã qua, ""growth mindset""!",Happy
 Sự cô đơn,Sad
 Gia đình cứ như cái nhà tù,Angry
" ""Seen"" mà không ""reply""... ok, tui hiểu mà. 💔",Sad
Tui ước gì mình có thể xây một bức tường thành quanh trái tim mình... 🛡️,Worry
" Kết hợp teen code và văn phong ""lớn"":**",Angry
Không viết nữa,Neutral
Chắc tại tui khó ưa nên ai cũng rời bỏ tui hết trơn,Sad
Hôm nay tui thấy mình thật cô đơn giữa đám đông,Sad
 Thấy người quen,Neutral
"""Ngắm nhìn hoàng hôn. Lòng thấy xao xuyến.""",Happy
Tui không muốn phải sống trong sự sợ hãi nữa,Sad
(Tui/Mình) Không muốn ai làm phiền,Neutral
 Mình tin là vậy,Sad
 Cảm giác như muốn nổ tung!,Angry
 Grrrrrr,Angry
Thấy mấy bạn có bồ mà mình vẫn một mình...tủi thân ghê,Worry
Có lẽ mình không xứng đáng với hạnh phúc 💔,Sad
"""Trend"" nào hot, tui ""đu"" liền!",Happy
"Sao ai cũng khoe giàu có trên Instagram vậy? Tui ""tắt"" mạng cho lành! 😩",Angry
"Nay đi học mà bị điểm danh trúng. Coi như xong phim, bị ghi sổ đầu bài rồi 😭",Worry
 Lag! Lag! Lag! Tức chết mất,Angry
"Tui có phải là ""simp"" (lụy tình) không trời?",Worry
Cảm thấy như mình đang đánh mất chính mình,Worry
 Mọi cố gắng dường như đều vô ích,Sad
 Trễ giờ.  Đã giải thích,Neutral
Không muốn đối mặt với ngày mai,Worry
Tui hay tưởng tượng về những điều lãng mạn với crush! 💭,Inlove
Mệt mỏi quá,Sad
"Tui đang ""cày game"" quên ngày quên đêm. 🎮",Sad
Sao tui cứ phải suy nghĩ tiêu cực như vậy?,Sad
"Tự dưng muốn ""bùng"" hết tất cả để đi trốn. 🏃‍♀️",Angry
"""Buổi 'dating' siêu lãng mạn, chắc 'say nắng' mất thôi.""",Happy
 Hẹn hò ở đâu thì lãng mạn nhỉ? #datenight,InLove
 Học hành kiểu này chắc rớt môn quá. Toang!,Worry
" ""Tui đã cố gắng ""unfollow"" crush để bớt ""toxic"", nhưng mà hình như tui ""fail"" rồi...""",InLove
Tui mệt mỏi quá rồi,Worry
 Nghe nhạc trên đường,Neutral
"Tự dưng thấy mình ""xịn"" khi là chính mình, không cần phải gồng! 😎",Happy
Tại sao mình không thể yêu thương bản thân hơn? Mình xứng đáng được hạnh phúc!,Worry
" Tối nay xem phim, cứ liên tưởng đến cậu ấy,  mà sao tui lại dễ xúc động thế này?",InLove
 Em ấy…  là tất cả của mình,InLove
"Sao tui cứ phải chạy theo những giá trị vật chất, những thứ phù phiếm vậy nè?",Worry
 Tui là người có giá trị,Angry
Bởi vì chẳng ai quan tâm,Sad
"""Một ngày 'detox' mạng xã hội, thấy cuộc đời tươi đẹp hơn hẳn.""",Happy
"""Nhận ra"" mình đã quá ghen tuông",InLove
 Luôn có những người yêu thương mình,Sad
" Mệt mỏi vl, muốn nghỉ ngơi",Worry
" Bất ngờ nhận được quà từ người yêu, tim tan chảy rồi",Happy
Xin lỗi vì tất cả! 🙏,Inlove
Tui thấy mình béo ú,Worry
Nghe nhạc của Taylor Swift xong thấy yêu đời hẳn ra 🤩,Happy
 Tôi cảm thấy biết ơn vì mọi thứ mình đang có,Happy
Tui cảm thấy mình thật vô dụng... 😔,Worry
Nghe nhạc buồn riết rồi thấy cuộc đời toàn màu xám xịt,Sad
 Không hiểu chuyện gì đang xảy ra với mình nữa,Worry
Lười biếng,Neutral
"Mình sợ phải trưởng thành, sợ phải đối mặt với những trách nhiệm nặng nề. 😔",Worry
"""Cảm thấy"" yêu đời hơn",InLove
"""Tui"" thấy cuộc sống này ""healing"" quá!",Happy
"Tui sợ phải đối mặt với sự cạnh tranh, ganh đua. ⚔️",Worry
Cảm thấy hạnh phúc khi được ăn một món ăn ngon... tui thấy vui vẻ lắm á!,Sad
"Hình như mình vừa lạc mất một phần quan trọng của bản thân, không biết tìm lại ở đâu",Sad
"""Mình"" yêu những khuyết điểm của bản thân!",Happy
Để báo hiếu cho ba mẹ,Neutral
 IYKYK (nếu bạn hiểu thì bạn hiểu),Angry
 May mắn ghê á!,Happy
"Hứ, tưởng mình giỏi lắm hả?",Angry
Tự nhiên muốn làm content creator,Neutral
Tui cảm thấy mình yếu đuối và bất lực,Sad
"Tui chỉ muốn được là chính mình thôi, khó vậy sao?",Sad
Tự dưng muốn đi du học,Neutral
 Đau khổ quá,Sad
Ước gì mình có thể biến mất khỏi thế giới này 👻,Sad
Sợ phải đối diện với những thay đổi. Mình thích sự ổn định hơn là mạo hiểm,Worry
"""Hôm nay tui 'đi xem bói', ai dè bảo tui sắp giàu."" 🔮",Happy
(Tự an ủi),Neutral
Tui muốn được bình yên!,Worry
Tui ước gì mình có một nơi để về,Worry
Tui nguyện làm cây ATM để crush rút tiền mỗi ngày. 🥺,Inlove
 Mood,Neutral
 Cảm thấy bế tắc quá,Sad
Tui muốn được là chính mình. 💯,Sad
"""Tim"" em ""run"" mỗi khi anh đến gần, không biết anh có ""cảm"" được không?",Worry
"""Em"" trân trọng những gì mình đang có!",Happy
" Hết cả hồn, suýt nữa thì",Worry
"""Sao hay ra vẻ cool ngầu"" trước mặt bả vậy ta? Huhu",InLove
 Tôi không ổn,Worry
 Chuyện trên trời dưới biển,Neutral
"Bực mình khi bạn bè ""bùng kèo""! 😒",Angry
 Chắc tao là chúa hề của cuộc đời tao luôn á. 🤡,Sad
"Tui thề là tui sẽ ""block"" hết mấy đứa ""sân si"" với tui! 😈",Angry
 Tình yêu khiến ta trở nên tốt đẹp hơn,InLove
Tại sao mọi thứ cứ rối tung lên như vậy? Thật bực bội,Angry
"""Crush"" tặng quà Valentine, ""tan chảy"" con tim tui rồi!",Happy
 Nhưng thực ra rất buồn,Worry
" ""Flex"" nhẹ cái bằng khen học sinh giỏi nè! 😜",Happy
"Thèm một buổi ""therapy"" để giải tỏa hết những uất ức trong lòng",Sad
"""Cảm giác như mình đang sống trong một bộ phim tình cảm.""",InLove
 Phì!,Angry
"Mấy bà ơi, tui muốn ""xõa"" quá! 🍻",Inlove
Ước gì có ai đó nhìn thấu tâm hồn tui... 👁️,Sad
 Ly trà sữa hôm nay ngon dã man!  🧋,Happy
"""Vượt qua"" một thử thách khó khăn!",Happy
Tui ghét phải cạnh tranh với người khác,Worry
" ""Bắt trend"" trồng cây thành công! Em bé sen đá nhà tui ra lá mới rồi nè!",Happy
 Vô vọng,Worry
Chắc tui nên sống thật với bản thân mình hơn,Sad
"""IDGAF""! 💅",Angry
 Thành công dự án.  Tốt,Neutral
"""Hôm nay, gió heo may. Lòng thấy se lạnh.""",Happy
Tự an ủi mình. Mọi chuyện sẽ ổn thôi,Neutral
 Thời gian trôi chậm quá,Neutral
 Cuộc sống này thật đáng sợ,Worry
Sao tui không thể nào tha thứ cho bản thân mình vậy nè?,Worry
 Tôi đang lo lắng về tương lai của mình,Worry
Tui né!,Angry
"Ra đường thì bảo ăn mặc hở hang, ở nhà thì kêu ăn mặc như bà già!",Angry
"""Chẳng biết mình đang hy vọng vào điều gì nữa.""",Inlove
 Buồn ngủ,Neutral
Không liên quan!,Angry
"""Ghét mấy đứa ' double standard', tiêu chuẩn kép!""",Angry
 (Nam)  Nhớ em,InLove
"""Tui đang 'săn sale' quần áo, chuẩn bị 'lên đồ' đi chơi."" 👗",Happy
"""Tui sẽ không bao giờ làm crush phải buồn. Tui sẽ luôn ở bên cạnh crush...""",InLove
Thất vọng về bản thân quá nhiều,Worry
 Tôi sẽ không bao giờ hối tiếc về những gì mình đã làm,Angry
Tự hỏi sao mình sống ảo thế,Neutral
Không suy nghĩ nhiều,Neutral
"Tui xem phim hài, cười đến ""nóc nhà""!",Happy
Thôi không nghĩ nữa,Neutral
Mình muốn được tha thứ,Worry
"""Đang xem phim thì bị lag đúng cảnh hôn. ""Tức á""!!!""",Angry
" Cảm giác được yêu thương, trân trọng thật tuyệt vời",Happy
"Vẽ được bức tranh đẹp, tài năng tiềm ẩn là đây! 🎨",Happy
" Ước gì có nút ""undo"" để tui quay lại sửa chữa hết mấy chuyện ngu ngốc đã làm",Sad
 Deadline dí sml!,Angry
Tin tưởng cậu,Inlove
" Tui sợ mất bạn, bạn hiểu không?",Inlove
Cảm thấy như mình đang bị mắc kẹt ⛓️,Sad
" Eo ơi, deadline dí sát đít mà tui chưa làm gì hết trơn á! Toang thật rồi... 😭",Worry
"Tui cảm thấy thất vọng về những người lãnh đạo, những người có quyền lực",Worry
"Thấy ai cũng ""happy"" còn mình thì",Sad
" Cảm giác hồi hộp khi chờ đợi kết quả thi cử, nhưng lại rất phấn khích",Happy
 (Nam)  Mình nhớ cô ấy đến phát điên,InLove
"Tui muốn ""transform"" bản thân thành một phiên bản tốt hơn",Sad
"""Vibe"" nay tui ""chanh sả"" nha!",Happy
Buồn,Worry
"""Ghét"" cái kiểu ""đổ lỗi"" cho hoàn cảnh, tự chịu trách nhiệm đi!",Angry
"Sao tui cứ mãi ""ngốc nghếch"" thế này, chắc tại ""ăn nhiều đường""",Worry
 Phải chờ tải xuống mất cả tiếng đồng hồ!,Angry
Phải học cách chấp nhận,Inlove
 Tắm rửa,Neutral
Đời là bể khổ!,Worry
"Nay tui ""living my best life"" đúng nghĩa!",Happy
Thôi kệ,Neutral
Có lẽ là mì gói,Neutral
Đi bảo tàng. Cổ,Neutral
"Sao tui ""miserable"" (khốn khổ) dữ vậy nè?",Worry
"""Đi làm"" mà cứ như ""đi đày"", chán!",Angry
"Đi xem phim với người yêu mà ổng ngủ, tức á! #xemphim #nguoiyeu #tuc",Inlove
"""Tức cái lồng ngực, bị 'mất ngủ' vì lo nghĩ!""",Angry
"Tui muốn ""mute"" hết những lời nói tiêu cực",Sad
"Tương lai mịt mù quá, không biết sẽ đi về đâu. Cần một ai đó chỉ đường dẫn lối",Worry
"Hình như tui thích cậu ấy thật rồi, không còn là cảm nắng thoáng qua nữa",Inlove
 Game mới ra. Chơi thử. Xóa,Neutral
 Làm gì được tôi?,Angry
Mình không biết nên tin ai nữa,Sad
"Ngắm hoàng hôn trên sân thượng, ""chill phết""! 😌",Happy
"Hôm nay tui ""delete"" hết mấy cái app hẹn hò rồi!",Inlove
"""Hôm nay tâm trạng tụt dốc không phanh. Muốn hét thật to!""",Angry
" Xem phim hài cười ""banh nóc"", quên hết sự đời! 😂",Happy
 Và bắt đầu lại từ đầu,Sad
"""Nghe tiếng chim hót líu lo, thanh bình biết bao.""",Happy
"Nhưng mình không muốn mất ""người ta""",Inlove
"Hôm nay ""tự thưởng"" cho mình một ngày nghỉ ngơi, xả stress hiệu quả. 😌",Happy
"""Tui là"" một người mạnh mẽ",Sad
"Tui đang ""nghiện"" một bài hát mới. Nghe đi nghe lại cả ngày không chán",Happy
"""Ước gì, mình có thể đọc được suy nghĩ của người ấy.""",InLove
Mẹ lại cằn nhằn chuyện học hành. 🙄,Neutral
Cũng có thể là mơ đẹp,Neutral
"Làm được điều mình thích, dù nhỏ thôi cũng thấy hạnh phúc rồi. 😊",Happy
"""Đi ngắm trăng. Cảm thấy mình nhỏ bé giữa vũ trụ!""",Happy
Khịa nhau à?,Angry
Sao hôm nay mình buồn ngủ thế?,Neutral
 Cũng vui,Neutral
 Ám ảnh,Worry
Sao tui cứ phải sống theo kỳ vọng của người khác vậy?,Worry
"Sợ bị ""phản bội""... Phải tin tưởng vào bản thân mình thôi!",Worry
Tự dưng thấy nhớ giọng nói của crush. Muốn nghe ổng hát ghê!,Inlove
Sao ai cũng...!,Angry
"Tui ""done"" (xong) với mấy trò ""game"" (trò chơi) của cuộc đời",Worry
Tui ăn chay!,Happy
 Sự việc này đã dạy cho tôi một bài học quý giá. (tuy tức nhưng cũng có chút trưởng thành),Angry
"""Tui sẽ ""biến"" crush thành người yêu của tui. Đó là mục tiêu của tui!""",InLove
"""Tui mà là nhà tâm lý học, tui sẽ phân tích tất cả những điều ""nổi loạn"" trong xã hội!""",Angry
"Tự dưng thấy mình ""yêu đời"", tận hưởng từng khoảnh khắc trôi qua. 😊",Happy
"Tui bị áp lực bởi những kỳ vọng của người khác, không biết phải làm sao để sống đúng với bản thân mình. 😟",Worry
 Làm ơn để tao yên!,Angry
I'm done!,Angry
Nhanh vậy,Neutral
"""Sao cứ phải so sánh tao với người khác? Tao là tao, ok chưa?!""",Angry
Sao ai cũng...!,Angry
Mình muốn được khám phá những điều mới lạ,Sad
Tìm niềm vui nhỏ,Neutral
"Hôm nay tui nhận được lời động viên từ bạn bè, tui cảm thấy ấm lòng",Sad
 Tôi sẽ không bao giờ hối tiếc về những gì mình đã làm,Angry
"""Đi học bị thầy giáo bắt làm bài kiểm tra 15 phút bất ngờ. Tạch chắc rồi!""",Angry
Thấy quảng cáo giảm giá. Kệ,Neutral
Thử xem sao,Neutral
 Trời ơi tin được không?,Angry
 Mặc đồ xấu.  Không tự tin!,Angry
"Tui ""trust"" my instincts",Happy
Học online riết rồi tui quên mặt bạn bè luôn á... ảo thật đấy,Worry
" Hôm nay tui đã ""unfollow"" crush trên Instagram. Cho ổng biết mặt! 😾",Inlove
"""Flex"" nhẹ cái thành tích học tập ""khủng long""! 💪",Happy
Tui cảm thấy như mình đang bị mắc kẹt trong quá khứ,Worry
"Dạo này thấy ai cũng sống ảo, mình thì không biết ""diễn"" sao cho tới",Worry
*Bên trong:* Muốn nhắn tin cho crush quá! *Bên ngoài:* Ai thèm! 😒,Inlove
"Tui ""support"" cộng đồng LGBTQ+. ""Love is love""!",Happy
Tui luôn muốn mình thật xinh đẹp và tự tin,Happy
"Sao tui không thể nào ""forgive"" được bản thân mình vậy nè?",Worry
 Muốn hét lên thật to cho thỏa nỗi lòng,Sad
Tui vui khi quyên góp tiền cho trẻ em nghèo!,Happy
Mưa rồi kìa,Neutral
Tui cảm thấy mình đang lãng phí thời gian... 😔,Worry
 Không có hứng thú gì,Neutral
 Tôi sắp nổ tung rồi đây!💣,Angry
Tui chill như con chồn khi nghe bài nhạc này á! 😌,Happy
Ước gì có ai đó hiểu tui mà không cần tui phải nói,Sad
"""Crush"" thì như ""app hẹn hò"", lướt hoài mà không ""match"" được ai",Sad
"""Nhận"" được lời tỏ tình bất ngờ! ""OMG""!",Happy
Love my life! ❤️,Happy
Không có gì để nói!,Angry
Hôm nay mình thất vọng 😞,Sad
"Được tặng quà bất ngờ, ai mà không thích chứ! 🎁",Happy
Cậu ấy là tất cả đối với tui,InLove
 Tớ muốn giữ mãi khoảnh khắc này.  📸,InLove
Tui chỉ muốn được là một đứa trẻ mãi thôi. Forever young!,Worry
" Đôi mắt cứ cay cay, chẳng hiểu vì sao",Sad
"""Sao cứ phải 'so đo' với người khác làm gì? Sống cho mình đi!""",Angry
Tui cảm thấy thất vọng về chính bản thân mình,Worry
"""Tui sẽ ""học"" một cái gì đó mới mẻ.""",Inlove
"Tự dưng thấy yêu giọng nói của mình, nay nói chuyện có duyên quá ta! 🎤",Happy
"Tui vừa ""subscribed"" một kênh Youtube hữu ích. ""Learning"" every day!",Happy
Bực mình! Sao ai cũng phiền phức vậy? Gắt!,Angry
Giấc mơ là nguồn cảm hứng bất tận của tôi,Sad
Chắc tui nên mạnh mẽ hơn và đối mặt với mọi thử thách,Sad
Tui hay ghen tị với những người được gần người đó… 👿,Inlove
"Tui thấy ""fail"" (thất bại) ngay cả khi chưa bắt đầu... Haizzz",Worry
Nụ cười rạng rỡ như ánh mặt trời,Happy
"Lang thang trên phố phường, ngắm nhìn dòng người vội vã, thấy mình thật tự do. 🚶‍♀️",Happy
"""Bực mình"" khi bị ""lợi dụng"", coi tui là cái gì hả?",Angry
"""Hy vọng"" vào một tương lai tươi sáng",Sad
 (Nam)  Cùng em xây dựng,InLove
Tui thích ăn pizza vào mỗi tối thứ sáu,Happy
 Ghét cái mặt của mình,Worry
"""Quạu"" ngang khi thấy mấy đứa ""fake"" lố lăng trên mạng",Angry
 Mỗi ngày bên cậu ấy đều là một ngày đặc biệt,InLove
"Tui là ""gen Z"" sáng tạo!",Happy
Cùng ổng nghe nhạc mỗi tối,Inlove
 Có người mời đi chơi. Từ chối/đã đi,Neutral
Bất an,Worry
Bỏ đi mà làm người,Angry
Ước gì có thể tìm thấy ý nghĩa của cuộc sống. ❓,Sad
Cảm ơn vì đã xuất hiện trong cuộc đời em,Happy
"Nấu một món ăn ngon, tự thưởng cho mình, đơn giản mà hạnh phúc. 🍳",Happy
"Thấy ai đó có cùng đam mê với mình, kết bạn liền! 🤝",Happy
"Tui sợ phải đối mặt với những khó khăn, thử thách. ⛰️",Worry
 Stress,Worry
Tôi tin rằng [điều tốt đẹp] sẽ đến với tôi,Happy
 Sợ mất người ấy,InLove
" Sao ai cũng giỏi hết, còn mình... 🥲",Worry
"Nay ""flex"" cái gì cũng thấy nhạt nhẽo. 😒",Sad
 Try again!,Angry
"Đi dạo công viên, hít thở không khí trong lành",Happy
Nhưng mình không biết khi nào mình mới có được nó,Sad
 Nổi khùng lên mất,Angry
Sao tui cứ mãi tự ti về ngoại hình của mình vậy nè? 😔,Sad
 Tôi còn trẻ quá,Worry
"**Cay:** Thấy crush đi với đứa khác. Ơ kìa, rốt cuộc tui là gì của nhau??? 💀",Angry
 Next!,Angry
Nghe nhạc buồn riết rồi thấy cuộc đời toàn màu xám xịt,Sad
Tôi viết một dòng,Neutral
 Không biết mình đang làm gì,Sad
 Lo lắng quá đi mất!,InLove
Tôi chỉ muốn được bình yên thôi,Sad
Chán đời ghê á!,Sad
Tui không biết mình muốn gì... chỉ biết tui không ổn,Sad
"""Tình yêu"" như ""code"", bug tùm lum",Sad
Tui sợ một ngày mình sẽ trở nên chai sạn và mất hết cảm xúc,Worry
" Cứ ""cằn nhằn"" bên tai. Tui ""tắt tiếng"" luôn cho rồi. 🙅‍♀️",Angry
" Tôi sẽ chứng minh cho cậu thấy, tình yêu của tôi là chân thành",InLove
"""Bị bạn bè troll. Bực ghê!!!""",Angry
Không muốn làm gì cả,Neutral
 Cảm ơn anh ấy đã xuất hiện trong cuộc đời tớ,InLove
Please!,Angry
 Tui không thích bạn đi chơi với người khác,Inlove
Còn bài tập,Neutral
"Mấy nay thấy ai cũng ""cool ngầu"", mình thì vẫn ""hiền khô""",Worry
Tui phải tự lo cho tui,Neutral
Lướt Insta thấy toàn quảng cáo,Neutral
"Trời ơi, cuộc đời tôi sao toàn gặp chuyện xui xẻo vậy nè???",Worry
 Người ta cứ khinh thường năng lực của mình,Angry
" Hôm nay tui đã mạnh dạn ""like"" một bài post từ năm ngoái của crush. Hi vọng ổng không thấy creepy 😬",Inlove
Tui muốn cùng bạn bè chia sẻ mọi khoảnh khắc trong cuộc sống!,Happy
Nắng. Nóng,Neutral
 Và tương lai,Sad
 Tình yêu của chúng ta sẽ mãi mãi bền chặt,InLove
"Tui sợ một ngày nào đó, tui sẽ phải đối mặt với sự cô đơn 😥",Sad
Tự chủ,Neutral
"Tui ghét nhất khi bị so sánh với ""con nhà người ta""! 😤",Angry
"Hôm nay tui thức trắng đêm để ôn thi, mắt tui thâm quầng luôn rồi",Sad
Hãy trân trọng những gì mình đang có,Worry
"Tui đang ""binge-watching"" một bộ phim hay, ai đó ""join"" không? 🍿",Happy
Tui chỉ muốn được ở nhà ôm mèo và xem Netflix thôi. Is that too much to ask?,Worry
Yêu. Phiền,Neutral
Tui sẽ hát một bài hát tặng ổng!,Inlove
Tui sẽ hướng tới một tương lai tươi sáng!,Inlove
Trời lạnh. Run,Neutral
"""Đừng giữ những người muốn ra đi.""",Inlove
Mình và ổng có cùng sở thích âm nhạc,Inlove
" ""Đi ăn trà chanh 'chém gió' với bestie mà cười đau cả bụng, đúng là 'healing' đỉnh của chóp.""",Happy
Không biết mình có đủ năng lực để theo đuổi ước mơ không,Worry
"""Blessed""!",Happy
Tui chỉ muốn có một người bạn thật sự hiểu và chia sẻ với tui thôi á,Sad
"Cuộc đời như cái ""meme"" (ảnh chế) nhạt nhẽo vậy á",Worry
"""Tình yêu không phải là tất cả, nhưng thiếu nó thì tất cả vô nghĩa.""",Inlove
"""Tình yêu cần sự chân thành.""",Inlove
Mệt mỏi,Neutral
Tui mơ về một tình yêu vĩnh cửu,Inlove
 Đời chán như con gián,Sad
"Gặp lại bạn cấp 2, ai cũng khác. 🤷‍♀️",Neutral
 Để tui xem nào,Angry
 Gió nhẹ nhàng,Neutral
 Thấy mình thật yếu đuối,Worry
"Mỗi khi nắm tay anh, tui cảm thấy an toàn và bình yên đến lạ",Inlove
Tui đã làm được điều mà mình từng nghĩ là không thể,Happy
Hôm nay tui chill như con chiu! 🐦,Happy
Không còn hy vọng gì nữa,Worry
 Không thấy lối thoát,Sad
"Tui cảm thấy vui vẻ khi được ""đu idol""!",Happy
Luôn tôn trọng quyết định của ổng!,Inlove
Mình có đang đi đúng hướng không?,Worry
" Tôi nấu một món ăn cay xé lưỡi, để trút giận vào đó",Angry
 Nhưng phép màu có thật sự tồn tại không?,Sad
Cayyyyy!,Angry
Tui sẽ học nấu ăn để làm ổng bất ngờ!,Inlove
Tui sẽ viết một lá thư tình cho ảnh/cô ấy!,InLove
 Mệt mỏi với việc phải giả vờ vui vẻ,Sad
" Sáng dậy thấy mặt trời, ờ, thì kệ",Neutral
 Sao nó rep tin nhắn chậm thế nhờ? Chắc đang bận… bận crush đứa khác hảaa? 😫,Inlove
"Tui ""xỉu ngang"" với mấy bài kiểm tra",Sad
"Từ nay về sau, tui sẽ ""focus"" vào bản thân mình thôi!",Inlove
 Ngủ nướng,Neutral
Tui vô dụng thật sự,Worry
 Tôi sẽ không bao giờ từ bỏ hy vọng,Angry
 Đau đầu,Neutral
"Sợ phải đối mặt với những lời chỉ trích, phán xét của người khác... Áp lực vô hình... 😫",Worry
"Tui muốn ""optimize"" cuộc sống của mình",Sad
Nhưng tôi biết rằng tôi không thể,Sad
"Đôi khi tui tự hỏi, tui đang sống vì điều gì?",Worry
Làm. Xong,Neutral
Gặp bạn trên Tinder đúng là định mệnh!,Inlove
Giặt đồ. Phơi,Neutral
 Chỉ muốn buông xuôi tất cả,Sad
Ấm áp,Neutral
"Hôm nay tui ""report"" hết mấy cái tài khoản ""fake"" rồi!",Inlove
 Mình…  mình thấy mình may mắn khi có em ấy,InLove
"""Hôm nay tui không ổn"", ai đó ""please"" đừng hỏi gì",Sad
 Nhạt nhẽo,Neutral
Crush rủ đi xem phim mà tui giả vờ bận (chưa gội đầu),Inlove
Chat chit,Neutral
 Vượt qua thôi,Worry
"""Tại sao mấy đứa không làm gì hết lại được điểm cao hơn tui???""",Angry
"Bước chân vững chãi, tiến về phía trước với đam mê",Happy
" ""Học, học nữa, học mãi""... nhưng mà não tui ""out of memory"" rồi!",Sad
"Crush làm tui ""delete"" hết mấy mối tình ""fake""!",InLove
"""Đang ngủ ngon thì bị mèo cào. 😾""",Angry
Tui chỉ muốn có một công việc lương cao thôi á! 🤑,Angry
"Tắm nước nóng sau một ngày dài, ""relaxing"" level max! 🛀",Happy
"Tui ""an tâm"" khi có cậu bên cạnh",Inlove
" ""Comment dạo"" mà không ai trả lời. ""Quê"" quá. 😫",Angry
Làm ơn để tui yên,Angry
"""Đang đi shopping mà hết tiền! 💸""",Angry
"""Nay ""flex"" nhẹ cái ảnh đang tập gym, biết đâu crush lại ""inbox"" hỏi han...""",InLove
"Tui không ""high"", tui chỉ đang ""try"" để sống thôi. 🥲",Sad
 Mình sẽ luôn yêu thương và trân trọng người ấy,InLove
 Cảm thấy mình thật tồi tệ,Sad
"Hôm nay crush mặc áo sơ mi trắng, đẹp trai/xinh gái hết nấc! 😍",Inlove
"Tui ước gì mình có ""magic power"". ✨",Sad
"Nghe nhạc US-UK, tui ""feel"" mình cool ngầu!",Happy
 Lại học bài,Neutral
